game_date,sport_key,home_team,away_team,source,commence_time,home_ml,away_ml,draw_ml,home_price_decimal,away_price_decimal,draw_price_decimal,home_spread,away_spread,home_spread_ml,away_spread_ml,home_spread_price_decimal,away_spread_price_decimal,total_line,over_ml,under_ml,over_price_decimal,under_price_decimal,home_score,away_score,result,season
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,draftkings,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-163,135,1.6135,2.35,7.5,-110,-110,1.9091,1.9091,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,fanatics,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-165,135,1.6061,2.35,7.5,-110,-110,1.9091,1.9091,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,fanduel,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-160,132,1.625,2.32,7.5,-110,-110,1.9091,1.9091,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,hardrock,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-155,145,1.6452,2.45,7.5,-105,-105,1.9524,1.9524,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,maverick_games,2026-08-23 20:10:00+00,170,125,,2.7,2.25,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,maverick_games_open,2026-08-23 20:10:00+00,185,115,,2.85,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,mybookie,2026-08-23 20:10:00+00,-183,154,,1.5464,2.54,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,mybookie_open,2026-08-23 20:10:00+00,-184,155,,1.5435,2.55,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,paf,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,paf_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,parx,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-175,143,1.5714,2.43,7.5,-107,-113,1.9346,1.885,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,pinnacle,2026-08-23 20:10:00+00,-101,-109,,1.9901,1.9174,,2.5,-1,-311,122,1.3215,2.22,6.5,-175,148,1.5714,2.48,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,pinnacle_open,2026-08-23 20:10:00+00,-105,-105,,1.9524,1.9524,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,pmu,2026-08-23 20:10:00+00,-120,-125,,1.8333,1.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,pmu_open,2026-08-23 20:10:00+00,-121,-124,,1.8264,1.8065,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,rushbet,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,rushbet_open,2026-08-23 20:10:00+00,-110,-113,,1.9091,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,tenbet,2026-08-23 20:10:00+00,,,,,,,,,,,,,7.5,-112,,1.8929,,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet,2026-08-23 20:10:00+00,-109,-114,,1.9174,1.8772,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_au,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_au_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_be,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_be_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_de,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_de_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_dk,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_dk_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_ee,2026-08-23 20:10:00+00,-109,-114,,1.9174,1.8772,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_ee_open,2026-08-23 20:10:00+00,-110,-113,,1.9091,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_fi,2026-08-23 20:10:00+00,-107,-112,,1.9346,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_fi_open,2026-08-23 20:10:00+00,-108,-110,,1.9259,1.9091,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_fr,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_fr_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_ie,2026-08-23 20:10:00+00,-109,-114,,1.9174,1.8772,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_ie_open,2026-08-23 20:10:00+00,-110,-113,,1.9091,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_it,2026-08-23 20:10:00+00,-109,-114,,1.9174,1.8772,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_it_open,2026-08-23 20:10:00+00,-110,-113,,1.9091,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_nl,2026-08-23 20:10:00+00,-107,-112,,1.9346,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_nl_open,2026-08-23 20:10:00+00,-108,-110,,1.9259,1.9091,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_no,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_no_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_open,2026-08-23 20:10:00+00,-110,-113,,1.9091,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_ro,2026-08-23 20:10:00+00,-107,-112,,1.9346,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_ro_open,2026-08-23 20:10:00+00,-108,-110,,1.9259,1.9091,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_se,2026-08-23 20:10:00+00,-107,-112,,1.9346,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,unibet_se_open,2026-08-23 20:10:00+00,-108,-110,,1.9259,1.9091,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,fanduel,2026-08-23 20:11:00+00,-290,235,,1.3448,3.35,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,fanduel_open,2026-08-23 20:11:00+00,-290,235,,1.3448,3.35,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,fanduel,2026-08-23 20:11:00+00,-142,120,,1.7042,2.2,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,fanduel_open,2026-08-23 20:11:00+00,-134,116,,1.7463,2.16,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,fanduel,2026-08-23 20:11:00+00,-108,-108,,1.9259,1.9259,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,fanduel_open,2026-08-23 20:11:00+00,-108,-108,,1.9259,1.9259,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,atg,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,atg_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,bet365,2026-08-23 20:15:00+00,,,,,,,-1.5,1.5,140,-165,2.4,1.6061,8.5,-120,100,1.8333,2,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,betmgm,2026-08-23 20:15:00+00,,,,,,,5.5,1.5,155,-180,2.55,1.5556,8.5,-115,-105,1.8696,1.9524,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,betrivers,2026-08-23 20:15:00+00,,,,,,,-1.5,1.5,145,-177,2.45,1.565,9,102,-122,2.02,1.8197,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,betrivers_ca,2026-08-23 20:15:00+00,-125,108,,1.8,2.08,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,betrivers_ca_open,2026-08-23 20:15:00+00,-136,114,,1.7353,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,caesars,2026-08-23 20:15:00+00,,,,,,,5.5,1.5,200,-190,3,1.5263,8.5,-115,-105,1.8696,1.9524,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,draftkings,2026-08-23 20:15:00+00,,,,,,,-1.5,1.5,135,-163,2.35,1.6135,8.5,-120,100,1.8333,2,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,fanatics,2026-08-23 20:15:00+00,,,,,,,-1.5,1.5,140,-170,2.4,1.5882,8.5,-120,100,1.8333,2,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,fanduel,2026-08-23 20:15:00+00,,,,,,,-1.5,1.5,138,-166,2.38,1.6024,8.5,-122,-100,1.8197,2,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,hardrock,2026-08-23 20:15:00+00,,,,,,,5.5,-1.5,325,170,4.25,2.7,8.5,-105,-105,1.9524,1.9524,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,maverick_games,2026-08-23 20:15:00+00,107,-143,,2.07,1.6993,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,maverick_games_open,2026-08-23 20:15:00+00,106,-141,,2.06,1.7092,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,mybookie,2026-08-23 20:15:00+00,156,-185,,2.56,1.5405,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,mybookie_open,2026-08-23 20:15:00+00,153,-181,,2.53,1.5525,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,paf,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,paf_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,parx,2026-08-23 20:15:00+00,,,,,,,-1.5,1.5,145,-177,2.45,1.565,9,102,-122,2.02,1.8197,,,,2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,pinnacle,2026-08-23 20:15:00+00,-128,116,,1.7812,2.16,,4,1.5,159,124,2.59,2.24,8.5,-113,-102,1.885,1.9804,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,pinnacle_open,2026-08-23 20:15:00+00,-129,117,,1.7752,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,pmu,2026-08-23 20:15:00+00,-143,-105,,1.6993,1.9524,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,pmu_open,2026-08-23 20:15:00+00,-155,102,,1.6452,2.02,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,rushbet,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,rushbet_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet,2026-08-23 20:15:00+00,-130,105,,1.7692,2.05,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_au,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_au_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_be,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_be_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_de,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_de_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_dk,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_dk_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_ee,2026-08-23 20:15:00+00,-130,105,,1.7692,2.05,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_ee_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_fi,2026-08-23 20:15:00+00,-127,107,,1.7874,2.07,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_fi_open,2026-08-23 20:15:00+00,-136,114,,1.7353,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_fr,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_fr_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_ie,2026-08-23 20:15:00+00,-130,105,,1.7692,2.05,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_ie_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_it,2026-08-23 20:15:00+00,-130,105,,1.7692,2.05,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_it_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_nl,2026-08-23 20:15:00+00,-127,107,,1.7874,2.07,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_nl_open,2026-08-23 20:15:00+00,-136,114,,1.7353,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_no,2026-08-23 20:15:00+00,-129,106,,1.7752,2.06,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_no_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_open,2026-08-23 20:15:00+00,-137,112,,1.7299,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_ro,2026-08-23 20:15:00+00,-127,107,,1.7874,2.07,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_ro_open,2026-08-23 20:15:00+00,-136,114,,1.7353,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_se,2026-08-23 20:15:00+00,-127,107,,1.7874,2.07,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,unibet_se_open,2026-08-23 20:15:00+00,-136,114,,1.7353,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,fanduel,2026-08-23 20:16:00+00,-126,108,,1.7937,2.08,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Arizona Diamondbacks,Cincinnati Reds,fanduel_open,2026-08-23 20:16:00+00,-126,108,,1.7937,2.08,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,atg,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,atg_open,2026-08-23 23:10:00+00,-136,112,,1.7353,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,bet365,2026-08-23 23:10:00+00,,,,,,,-1.5,1.5,185,-225,2.85,1.4444,8,-105,-115,1.9524,1.8696,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,betmgm,2026-08-23 23:10:00+00,,,,,,,1.5,-1.5,-140,110,1.7143,2.1,7.5,-105,-115,1.9524,1.8696,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,betrivers,2026-08-23 23:10:00+00,,,,,,,1.5,-1.5,-215,170,1.4651,2.7,8,100,-120,2,1.8333,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,betrivers_ca,2026-08-23 23:10:00+00,-137,118,,1.7299,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,betrivers_ca_open,2026-08-23 23:10:00+00,-134,112,,1.7463,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,caesars,2026-08-23 23:10:00+00,,,,,,,1.5,-1.5,-125,-105,1.8,1.9524,6.5,-143,110,1.6993,2.1,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,draftkings,2026-08-23 23:10:00+00,,,,,,,1.5,-1.5,-197,161,1.5076,2.61,8,-102,-118,1.9804,1.8475,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,fanatics,2026-08-23 23:10:00+00,,,,,,,-1.5,1.5,145,-195,2.45,1.5128,7.5,100,-130,2,1.7692,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,fanduel,2026-08-23 23:10:00+00,,,,,,,1.5,-1.5,-205,168,1.4878,2.68,7.5,-118,-104,1.8475,1.9615,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,hardrock,2026-08-23 23:10:00+00,,,,,,,1.5,-1.5,-135,105,1.7407,2.05,6.5,-145,110,1.6897,2.1,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,maverick_games,2026-08-23 23:10:00+00,225,210,,3.25,3.1,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,maverick_games_open,2026-08-23 23:10:00+00,-135,-101,,1.7407,1.9901,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,mybookie,2026-08-23 23:10:00+00,360,-625,,4.6,1.16,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,mybookie_open,2026-08-23 23:10:00+00,170,-250,,2.7,1.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,paf,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,paf_open,2026-08-23 23:10:00+00,-136,112,,1.7353,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,parx,2026-08-23 23:10:00+00,,,,,,,1.5,-1.5,-215,170,1.4651,2.7,8,100,-120,2,1.8333,,,,2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,pinnacle,2026-08-23 23:10:00+00,376,-571,,4.76,1.1751,,1.5,-1.5,-286,223,1.3497,3.23,6.5,133,-171,2.33,1.5848,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,pinnacle_open,2026-08-23 23:10:00+00,591,-897,,6.91,1.1115,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,pmu,2026-08-23 23:10:00+00,-159,105,,1.6289,2.05,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,pmu_open,2026-08-23 23:10:00+00,-152,102,,1.6579,2.02,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,rushbet,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,rushbet_open,2026-08-23 23:10:00+00,-137,110,,1.7299,2.1,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet,2026-08-23 23:10:00+00,-141,114,,1.7092,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_au,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_au_open,2026-08-23 23:10:00+00,-136,112,,1.7353,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_be,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_be_open,2026-08-23 23:10:00+00,-136,112,,1.7353,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_de,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_de_open,2026-08-23 23:10:00+00,-136,112,,1.7353,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_dk,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_dk_open,2026-08-23 23:10:00+00,-136,112,,1.7353,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_ee,2026-08-23 23:10:00+00,-141,114,,1.7092,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_ee_open,2026-08-23 23:10:00+00,-137,110,,1.7299,2.1,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_fi,2026-08-23 23:10:00+00,-139,117,,1.7194,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_fi_open,2026-08-23 23:10:00+00,-134,112,,1.7463,2.12,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Milwaukee Brewers,Atlanta Braves,unibet_fr,2026-08-23 23:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
