game_date,sport_key,home_team,away_team,source,commence_time,home_ml,away_ml,draw_ml,home_price_decimal,away_price_decimal,draw_price_decimal,home_spread,away_spread,home_spread_ml,away_spread_ml,home_spread_price_decimal,away_spread_price_decimal,total_line,over_ml,under_ml,over_price_decimal,under_price_decimal,home_score,away_score,result,season
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,rushbet,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,rushbet_open,2026-08-23 19:15:00+00,-235,180,,1.4255,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,tenbet,2026-08-23 19:15:00+00,,,,,,,,,,,,,8,-106,,1.9434,,,,,2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_au,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_au_open,2026-08-23 19:15:00+00,-230,185,,1.4348,2.85,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_be,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_be_open,2026-08-23 19:15:00+00,-230,185,,1.4348,2.85,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_de,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_de_open,2026-08-23 19:15:00+00,-230,185,,1.4348,2.85,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_dk,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_dk_open,2026-08-23 19:15:00+00,-230,185,,1.4348,2.85,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_ee,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_ee_open,2026-08-23 19:15:00+00,-235,180,,1.4255,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_fi,2026-08-23 19:15:00+00,-220,180,,1.4545,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_fi_open,2026-08-23 19:15:00+00,-230,188,,1.4348,2.88,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_fr,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_fr_open,2026-08-23 19:15:00+00,-230,185,,1.4348,2.85,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_ie,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_ie_open,2026-08-23 19:15:00+00,-235,180,,1.4255,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_it,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_it_open,2026-08-23 19:15:00+00,-235,180,,1.4255,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_nl,2026-08-23 19:15:00+00,-220,180,,1.4545,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_nl_open,2026-08-23 19:15:00+00,-230,188,,1.4348,2.88,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_no,2026-08-23 19:15:00+00,-225,180,,1.4444,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_no_open,2026-08-23 19:15:00+00,-230,185,,1.4348,2.85,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_open,2026-08-23 19:15:00+00,-235,180,,1.4255,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_ro,2026-08-23 19:15:00+00,-220,180,,1.4545,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_ro_open,2026-08-23 19:15:00+00,-230,188,,1.4348,2.88,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_se,2026-08-23 19:15:00+00,-220,180,,1.4545,2.8,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Boston Red Sox,San Francisco Giants,unibet_se_open,2026-08-23 19:15:00+00,-230,188,,1.4348,2.88,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,LA Dodgers,Pittsburgh Pirates,maverick_games,2026-08-23 20:10:00+00,-323,224,,1.3096,3.24,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,LA Dodgers,Pittsburgh Pirates,maverick_games_open,2026-08-23 20:10:00+00,-125,270,,1.8,3.7,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,atg,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,atg_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,bet365,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-135,115,1.7407,2.15,8.5,-110,-110,1.9091,1.9091,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,betmgm,2026-08-23 20:10:00+00,,,,,,,-2.5,2.5,125,-155,2.25,1.6452,8.5,-105,-115,1.9524,1.8696,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,betrivers,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-137,112,1.7299,2.12,8.5,-108,-109,1.9259,1.9174,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,betrivers_ca,2026-08-23 20:10:00+00,-286,235,,1.3497,3.35,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,betrivers_ca_open,2026-08-23 20:10:00+00,-315,250,,1.3175,3.5,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,caesars,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-125,105,1.8,2.05,8.5,-105,-115,1.9524,1.8696,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,draftkings,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-132,109,1.7576,2.09,8.5,-112,-108,1.8929,1.9259,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,fanatics,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-140,115,1.7143,2.15,8.5,-110,-110,1.9091,1.9091,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,fanduel,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-128,106,1.7812,2.06,8.5,-112,-108,1.8929,1.9259,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,hardrock,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-110,100,1.9091,2,8.5,105,-115,2.05,1.8696,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,mybookie,2026-08-23 20:10:00+00,-136,116,,1.7353,2.16,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,mybookie_open,2026-08-23 20:10:00+00,-133,113,,1.7519,2.13,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,paf,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,paf_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,parx,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,-137,112,1.7299,2.12,8.5,-108,-109,1.9259,1.9174,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,pinnacle,2026-08-23 20:10:00+00,-273,237,,1.3663,3.37,,-2,3,103,-199,2.03,1.5025,7,-188,157,1.5319,2.57,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,pinnacle_open,2026-08-23 20:10:00+00,-275,239,,1.3636,3.39,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,pmu,2026-08-23 20:10:00+00,-360,215,,1.2778,3.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,pmu_open,2026-08-23 20:10:00+00,-385,225,,1.2597,3.25,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,rushbet,2026-08-23 20:10:00+00,-295,230,,1.339,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,rushbet_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,tenbet,2026-08-23 20:10:00+00,,,,,,,,,,,,,8.5,-106,,1.9434,,,,,2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet,2026-08-23 20:10:00+00,-295,230,,1.339,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_au,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_au_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_be,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_be_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_de,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_de_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_dk,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_dk_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_ee,2026-08-23 20:10:00+00,-295,230,,1.339,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_ee_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_fi,2026-08-23 20:10:00+00,-286,235,,1.3497,3.35,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_fi_open,2026-08-23 20:10:00+00,-315,250,,1.3175,3.5,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_fr,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_fr_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_ie,2026-08-23 20:10:00+00,-295,230,,1.339,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_ie_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_it,2026-08-23 20:10:00+00,-295,230,,1.339,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_it_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_nl,2026-08-23 20:10:00+00,-286,235,,1.3497,3.35,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_nl_open,2026-08-23 20:10:00+00,-315,250,,1.3175,3.5,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_no,2026-08-23 20:10:00+00,-286,230,,1.3497,3.3,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_no_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_open,2026-08-23 20:10:00+00,-315,240,,1.3175,3.4,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_ro,2026-08-23 20:10:00+00,-286,235,,1.3497,3.35,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_ro_open,2026-08-23 20:10:00+00,-315,250,,1.3175,3.5,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_se,2026-08-23 20:10:00+00,-286,235,,1.3497,3.35,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Los Angeles Dodgers,Pittsburgh Pirates,unibet_se_open,2026-08-23 20:10:00+00,-315,250,,1.3175,3.5,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,atg,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,atg_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,bet365,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,135,-160,2.35,1.625,8.5,-125,105,1.8,2.05,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,betmgm,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,3300,3300,34,34,8.5,-115,-105,1.8696,1.9524,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,betrivers,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,143,-177,2.43,1.565,8.5,-118,100,1.8475,2,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,betrivers_ca,2026-08-23 20:10:00+00,-141,120,,1.7092,2.2,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,betrivers_ca_open,2026-08-23 20:10:00+00,-139,117,,1.7194,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,caesars,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,143,-133,2.43,1.7519,8.5,-115,-105,1.8696,1.9524,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,draftkings,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,134,-162,2.34,1.6173,8.5,-122,102,1.8197,2.02,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,fanatics,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,135,-165,2.35,1.6061,9,100,-120,2,1.8333,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,fanduel,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,134,-162,2.34,1.6173,8.5,-122,-100,1.8197,2,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,hardrock,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,155,375,2.55,4.75,8.5,-110,100,1.9091,2,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,maverick_games,2026-08-23 20:10:00+00,125,175,,2.25,2.75,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,maverick_games_open,2026-08-23 20:10:00+00,160,185,,2.6,2.85,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,mybookie,2026-08-23 20:10:00+00,142,-168,,2.42,1.5952,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,mybookie_open,2026-08-23 20:10:00+00,137,-162,,2.37,1.6173,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,paf,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,paf_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,parx,2026-08-23 20:10:00+00,,,,,,,-1.5,1.5,143,-177,2.43,1.565,8.5,-120,-103,1.8333,1.9709,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,pinnacle,2026-08-23 20:10:00+00,-140,126,,1.7143,2.26,,-2,2,206,-165,3.06,1.6061,10,161,-197,2.61,1.5076,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,pinnacle_open,2026-08-23 20:10:00+00,-134,121,,1.7463,2.21,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,pmu,2026-08-23 20:10:00+00,-162,108,,1.6173,2.08,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,pmu_open,2026-08-23 20:10:00+00,-157,105,,1.6369,2.05,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,rushbet,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,rushbet_open,2026-08-23 20:10:00+00,-141,114,,1.7092,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,tenbet,2026-08-23 20:10:00+00,,,,,,,,,,,,,8.5,-110,,1.9091,,,,,2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet,2026-08-23 20:10:00+00,-148,117,,1.6757,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_au,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_au_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_be,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_be_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_de,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_de_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_dk,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_dk_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_ee,2026-08-23 20:10:00+00,-148,117,,1.6757,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_ee_open,2026-08-23 20:10:00+00,-141,114,,1.7092,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_fi,2026-08-23 20:10:00+00,-141,120,,1.7092,2.2,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_fi_open,2026-08-23 20:10:00+00,-139,117,,1.7194,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_fr,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_fr_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_ie,2026-08-23 20:10:00+00,-148,117,,1.6757,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_ie_open,2026-08-23 20:10:00+00,-141,114,,1.7092,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_it,2026-08-23 20:10:00+00,-148,117,,1.6757,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_it_open,2026-08-23 20:10:00+00,-141,114,,1.7092,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_nl,2026-08-23 20:10:00+00,-141,120,,1.7092,2.2,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_nl_open,2026-08-23 20:10:00+00,-139,117,,1.7194,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_no,2026-08-23 20:10:00+00,-143,118,,1.6993,2.18,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_no_open,2026-08-23 20:10:00+00,-139,115,,1.7194,2.15,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_open,2026-08-23 20:10:00+00,-141,114,,1.7092,2.14,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_ro,2026-08-23 20:10:00+00,-141,120,,1.7092,2.2,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_ro_open,2026-08-23 20:10:00+00,-139,117,,1.7194,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_se,2026-08-23 20:10:00+00,-141,120,,1.7092,2.2,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,San Diego Padres,Minnesota Twins,unibet_se_open,2026-08-23 20:10:00+00,-139,117,,1.7194,2.17,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,atg,2026-08-23 20:10:00+00,-108,-113,,1.9259,1.885,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,atg_open,2026-08-23 20:10:00+00,-109,-112,,1.9174,1.8929,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,bet365,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-160,135,1.625,2.35,7.5,-110,-110,1.9091,1.9091,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,betmgm,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-185,150,1.5405,2.5,7.5,-105,-115,1.9524,1.8696,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,betrivers,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-175,143,1.5714,2.43,7.5,-107,-113,1.9346,1.885,,,,2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,betrivers_ca,2026-08-23 20:10:00+00,-106,-110,,1.9434,1.9091,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,betrivers_ca_open,2026-08-23 20:10:00+00,-108,-110,,1.9259,1.9091,,,,,,,,,,,,,,,"",2026
2026-08-23,baseball_mlb,Seattle Mariners,Chicago Cubs,caesars,2026-08-23 20:10:00+00,,,,,,,1.5,-1.5,-178,150,1.5618,2.5,7.5,-105,-115,1.9524,1.8696,,,,2026
